GPT3_token,GPT3,sentence_id,sent,sent_index
 the,1.8647064,972,The lady believes they misplaced the luggage rack and her fur coat,6
 luggage,5.4784417,972,The lady believes they misplaced the luggage rack and her fur coat,7
 rack,8.642236,972,The lady believes they misplaced the luggage rack and her fur coat,8
 and,2.2394438,972,The lady believes they misplaced the luggage rack and her fur coat,9
 her,4.825682,972,The lady believes they misplaced the luggage rack and her fur coat,10
 fur,9.086598,972,The lady believes they misplaced the luggage rack and her fur coat,11
 coat,0.6271189,972,The lady believes they misplaced the luggage rack and her fur coat,12
The,-0,973,The lady believes they misplaced the luggage rack and his fur coat,1
 lady,8.545323,973,The lady believes they misplaced the luggage rack and his fur coat,2
 believes,8.872989,973,The lady believes they misplaced the luggage rack and his fur coat,3
 they,4.858729,973,The lady believes they misplaced the luggage rack and his fur coat,4
 misplaced,11.067013,973,The lady believes they misplaced the luggage rack and his fur coat,5
 the,1.8656106,973,The lady believes they misplaced the luggage rack and his fur coat,6
 luggage,5.488827,973,The lady believes they misplaced the luggage rack and his fur coat,7
 rack,8.651103,973,The lady believes they misplaced the luggage rack and his fur coat,8
 and,2.242088,973,The lady believes they misplaced the luggage rack and his fur coat,9
 his,8.01997,973,The lady believes they misplaced the luggage rack and his fur coat,10
 fur,9.648325,973,The lady believes they misplaced the luggage rack and his fur coat,11
 coat,1.18778,973,The lady believes they misplaced the luggage rack and his fur coat,12
The,-0,974,The man believes they misplaced the luggage rack and her fur coat,1
 man,5.357311,974,The man believes they misplaced the luggage rack and her fur coat,2
 believes,8.661533,974,The man believes they misplaced the luggage rack and her fur coat,3
 they,4.7392445,974,The man believes they misplaced the luggage rack and her fur coat,4
 misplaced,11.33722,974,The man believes they misplaced the luggage rack and her fur coat,5
 the,1.2969242,974,The man believes they misplaced the luggage rack and her fur coat,6
 luggage,6.7313976,974,The man believes they misplaced the luggage rack and her fur coat,7
 rack,9.222685,974,The man believes they misplaced the luggage rack and her fur coat,8
 and,1.9182514,974,The man believes they misplaced the luggage rack and her fur coat,9
 her,8.973941,974,The man believes they misplaced the luggage rack and her fur coat,10
 fur,8.360994,974,The man believes they misplaced the luggage rack and her fur coat,11
 coat,0.4301133,974,The man believes they misplaced the luggage rack and her fur coat,12
The,-0,975,The man believes they misplaced the luggage rack and his fur coat,1
 man,5.3569736,975,The man believes they misplaced the luggage rack and his fur coat,2
 believes,8.658227,975,The man believes they misplaced the luggage rack and his fur coat,3
 they,4.7422423,975,The man believes they misplaced the luggage rack and his fur coat,4
 misplaced,11.329916,975,The man believes they misplaced the luggage rack and his fur coat,5
 the,1.3023454,975,The man believes they misplaced the luggage rack and his fur coat,6
 luggage,6.7289124,975,The man believes they misplaced the luggage rack and his fur coat,7
 rack,9.265414,975,The man believes they misplaced the luggage rack and his fur coat,8
 and,1.9192024,975,The man believes they misplaced the luggage rack and his fur coat,9
 his,4.9432974,975,The man believes they misplaced the luggage rack and his fur coat,10
 fur,10.240454,975,The man believes they misplaced the luggage rack and his fur coat,11
 coat,0.6574715,975,The man believes they misplaced the luggage rack and his fur coat,12
The,-0,976,The princess knows they are searching for her valuables,1
 princess,9.831645,976,The princess knows they are searching for her valuables,2
 knows,7.0923386,976,The princess knows they are searching for her valuables,3
 they,6.2724605,976,The princess knows they are searching for her valuables,4
 are,1.3859819,976,The princess knows they are searching for her valuables,5
 searching,6.327679,976,The princess knows they are searching for her valuables,6
 for,0.124331266,976,The princess knows they are searching for her valuables,7
 her,0.73792636,976,The princess knows they are searching for her valuables,8
 val,11.247986,976,The princess knows they are searching for her valuables,9
u,0.09981497,976,The princess knows they are searching for her valuables,10
ables,0.0013547902,976,The princess knows they are searching for her valuables,11
The,-0,977,The princess knows they are searching for his valuables,1
 princess,9.832047,977,The princess knows they are searching for his valuables,2
 knows,7.086437,977,The princess knows they are searching for his valuables,3
 they,6.2719436,977,The princess knows they are searching for his valuables,4
 are,1.3817129,977,The princess knows they are searching for his valuables,5
 searching,6.345565,977,The princess knows they are searching for his valuables,6
 for,0.12466588,977,The princess knows they are searching for his valuables,7
 his,6.9691415,977,The princess knows they are searching for his valuables,8
 val,8.741826,977,The princess knows they are searching for his valuables,9
u,0.18916158,977,The princess knows they are searching for his valuables,10
ables,8.549268e-4,977,The princess knows they are searching for his valuables,11
The,-0,978,The prince knows they are searching for her valuables,1
 prince,8.866508,978,The prince knows they are searching for her valuables,2
 knows,7.029983,978,The prince knows they are searching for her valuables,3
 they,6.0857873,978,The prince knows they are searching for her valuables,4
 are,1.4551007,978,The prince knows they are searching for her valuables,5
 searching,6.388315,978,The prince knows they are searching for her valuables,6
 for,0.15889394,978,The prince knows they are searching for her valuables,7
 her,3.6754415,978,The prince knows they are searching for her valuables,8
 val,12.234306,978,The prince knows they are searching for her valuables,9
u,0.050432947,978,The prince knows they are searching for her valuables,10
ables,6.422783e-4,978,The prince knows they are searching for her valuables,11
The,-0,979,The prince knows they are searching for his valuables,1
 prince,8.8665695,979,The prince knows they are searching for his valuables,2
 knows,7.027956,979,The prince knows they are searching for his valuables,3
 they,6.0923367,979,The prince knows they are searching for his valuables,4
 are,1.4577003,979,The prince knows they are searching for his valuables,5
 searching,6.389257,979,The prince knows they are searching for his valuables,6
 for,0.15928075,979,The prince knows they are searching for his valuables,7
 his,3.4215434,979,The prince knows they are searching for his valuables,8
 val,8.280462,979,The prince knows they are searching for his valuables,9
u,0.16439234,979,The prince knows they are searching for his valuables,10
ables,9.6094364e-4,979,The prince knows they are searching for his valuables,11
The,-0,980,The princess knows they are searching for the paintings and her valuables,1
 princess,9.830893,980,The princess knows they are searching for the paintings and her valuables,2
 knows,7.106744,980,The princess knows they are searching for the paintings and her valuables,3
 they,6.277746,980,The princess knows they are searching for the paintings and her valuables,4
 are,1.38593,980,The princess knows they are searching for the paintings and her valuables,5
 searching,6.337256,980,The princess knows they are searching for the paintings and her valuables,6
 for,0.12525299,980,The princess knows they are searching for the paintings and her valuables,7
 the,1.9522673,980,The princess knows they are searching for the paintings and her valuables,8
 paintings,9.533527,980,The princess knows they are searching for the paintings and her valuables,9
 and,2.141651,980,The princess knows they are searching for the paintings and her valuables,10
 her,5.2712855,980,The princess knows they are searching for the paintings and her valuables,11
 val,7.9314294,980,The princess knows they are searching for the paintings and her valuables,12
u,0.037515603,980,The princess knows they are searching for the paintings and her valuables,13
ables,2.2457016e-4,980,The princess knows they are searching for the paintings and her valuables,14
The,-0,981,The princess knows they are searching for the paintings and his valuables,1
 princess,9.832097,981,The princess knows they are searching for the paintings and his valuables,2
 knows,7.08399,981,The princess knows they are searching for the paintings and his valuables,3
 they,6.270847,981,The princess knows they are searching for the paintings and his valuables,4
 are,1.3832288,981,The princess knows they are searching for the paintings and his valuables,5
 searching,6.3352556,981,The princess knows they are searching for the paintings and his valuables,6
 for,0.1249085,981,The princess knows they are searching for the paintings and his valuables,7
 the,1.9572396,981,The princess knows they are searching for the paintings and his valuables,8
 paintings,9.536537,981,The princess knows they are searching for the paintings and his valuables,9
 and,2.1460307,981,The princess knows they are searching for the paintings and his valuables,10
