token,logprob,offset,line 
 the,-1.0970757,55,241
 witness,-8.941876,59,241
 with,-3.6034615,67,241
 a,-0.7559284,72,241
 gun,-3.5828907,74,241
 in,-2.7105832,78,241
 the,-1.1617627,81,241
 middle,-3.9800766,85,241
 of,-0.013393075,92,241
 the,-0.32596928,95,241
 night,-3.1382163,99,241
 .,-7.1334763,105,241
The,,0,242
 newspaper,-8.602496,3,242
 reported,-2.617329,13,242
 what,-8.120725,22,242
 brutally,-16.698425,27,242
 the,-6.52872,36,242
 suspect,-7.617216,40,242
 killed,-4.4983377,48,242
 the,-0.906174,55,242
 witness,-8.86041,59,242
 with,-3.9063368,67,242
 in,-6.914091,72,242
 the,-1.6359047,75,242
 middle,-5.051989,79,242
 of,-0.044294585,86,242
 the,-0.43741664,89,242
 night,-2.2532296,93,242
 .,-6.5650315,99,242
The,,0,243
 newspaper,-8.602496,3,243
 reported,-2.617329,13,243
 that,-0.4297325,22,243
 brutally,-16.239416,27,243
 the,-7.2288833,36,243
 suspect,-7.061987,40,243
 killed,-3.2195354,48,243
 the,-1.1013229,55,243
 witness,-8.929961,59,243
 with,-3.600908,67,243
 in,-8.467084,72,243
 the,-1.3661181,75,243
 middle,-5.8831515,79,243
 of,-0.06579214,86,243
 the,-0.58247113,89,243
 night,-2.4934938,93,243
 .,-6.4836226,99,243
We,,0,244
 recall,-9.6523,2,244
 what,-4.7755275,9,244
 cl,-12.813876,14,244
ums,-4.648853,17,244
ily,-0.64668393,20,244
 the,-4.5362964,23,244
 man,-5.2740517,27,244
 placed,-8.019985,31,244
 a,-2.891887,38,244
 delicate,-7.7122917,40,244
 plate,-5.393366,49,244
 next,-5.8564053,55,244
 to,-0.022585412,60,244
 the,-1.1209005,63,244
 oven,-7.700659,67,244
 over,-8.060258,72,244
 an,-3.7932336,77,244
 hour,-2.6935313,80,244
 ago,-0.37326625,85,244
 .,-7.3696856,89,244
We,,0,245
 recall,-9.652355,2,245
 that,-1.0843652,9,245
 cl,-10.751976,14,245
ums,-5.5873356,17,245
ily,-1.904561,20,245
 the,-4.153772,23,245
 man,-5.746756,27,245
 placed,-7.6929708,31,245
 a,-1.882703,38,245
 delicate,-8.872663,40,245
 plate,-5.0497184,49,245
 next,-6.11124,55,245
 to,-0.041153576,60,245
 the,-0.9504532,63,245
 oven,-8.053755,67,245
 over,-8.42677,72,245
 an,-4.0233936,77,245
 hour,-3.2364755,80,245
 ago,-0.45216,85,245
 .,-7.317093,89,245
We,,0,246
 recall,-9.652084,2,246
 what,-4.7766647,9,246
 cl,-12.820259,14,246
ums,-4.65244,17,246
ily,-0.6466499,20,246
 the,-4.5289016,23,246
 man,-5.2751875,27,246
 placed,-8.003739,31,246
 a,-2.8944542,38,246
 delicate,-7.7143846,40,246
 plate,-5.3957953,49,246
 next,-5.8490076,55,246
 to,-0.022637235,60,246
 over,-10.302158,63,246
 an,-4.526463,68,246
 hour,-1.6652197,71,246
 ago,-1.2164583,76,246
 .,-7.198526,80,246
We,,0,247
 recall,-9.652767,2,247
 that,-1.0885783,9,247
 cl,-10.749817,14,247
ums,-5.59865,17,247
ily,-1.9017993,20,247
 the,-4.1450973,23,247
 man,-5.7423615,27,247
 placed,-7.69398,31,247
 a,-1.8824971,38,247
 delicate,-8.879675,40,247
 plate,-5.034736,49,247
 next,-6.1124988,55,247
 to,-0.040937025,60,247
 over,-10.701529,63,247
 an,-4.356147,68,247
 hour,-1.8363577,71,247
 ago,-1.6563052,76,247
 .,-6.45608,80,247
I,,0,248
 remember,-6.042174,1,248
 who,-8.406572,10,248
 with,-10.28542,14,248
 skill,-9.004049,19,248
 the,-5.4902005,25,248
 nurse,-8.758689,29,248
 administered,-8.687617,35,248
 the,-1.6153334,48,248
 new,-7.8047943,52,248
 medicine,-2.40908,56,248
 to,-2.2451825,65,248
 the,-1.5603406,68,248
 patient,-1.818161,72,248
 without,-5.775416,80,248
 any,-2.7914312,88,248
 delay,-3.81869,92,248
 .,-6.056019,98,248
I,,0,249
 remember,-6.0423684,1,249
 that,-2.823986,10,249
 with,-6.7121816,15,249
 skill,-10.174771,20,249
 the,-4.922712,26,249
 nurse,-7.464038,30,249
 administered,-6.795986,36,249
 the,-1.5196112,49,249
 new,-7.0981965,53,249
 medicine,-2.2255294,57,249
 to,-1.9405103,66,249
 the,-2.0255198,69,249
 patient,-1.4226139,73,249
 without,-3.8506238,81,249
 any,-2.9568167,89,249
 delay,-4.7498717,93,249
 .,-6.840453,99,249
I,,0,250
 remember,-6.0427237,1,250
 who,-8.410921,10,250
 with,-10.289197,14,250
 skill,-9.015956,19,250
 the,-5.5168977,25,250
 nurse,-8.768162,29,250
 administered,-8.702321,35,250
 the,-1.6172798,48,250
 new,-7.8025126,52,250
 medicine,-2.4023724,56,250
 to,-2.2502248,65,250
 without,-10.656706,68,250
 any,-2.7229595,76,250
 delay,-4.0998445,80,250
 .,-6.317607,86,250
I,,0,251
 remember,-6.0426135,1,251
 that,-2.8259575,10,251
 with,-6.71815,15,251
 skill,-10.181981,20,251
 the,-4.9199386,26,251
 nurse,-7.4631295,30,251
 administered,-6.8056335,36,251
 the,-1.5145152,49,251
 new,-7.091894,53,251
 medicine,-2.2219176,57,251
 to,-1.9449346,66,251
 without,-12.6742525,69,251
 any,-2.5761702,77,251
 delay,-5.1488547,81,251
 .,-5.9374223,87,251
Our,,0,252
 friend,-6.699836,3,252
 knew,-7.8917794,10,252
 who,-4.89662,15,252
 without,-12.748179,19,252
 tact,-11.24583,27,252
 the,-6.0196767,32,252
 gossip,-9.193928,36,252
 column,-4.892685,43,252
 revealed,-9.124849,50,252
 family,-10.327634,59,252
 secrets,-1.7948565,66,252
 to,-2.2506502,74,252
 the,-1.2945403,77,252
 public,-2.019144,81,252
 yesterday,-10.461443,88,252
 .,-5.52834,98,252
Our,,0,253
 friend,-6.70042,3,253
 knew,-7.896208,10,253
 that,-1.912742,15,253
 without,-6.8372746,20,253
 tact,-11.444932,28,253
 the,-3.4266047,33,253
 gossip,-9.432812,37,253
 column,-3.608552,44,253
 revealed,-10.773418,51,253
 family,-8.62434,60,253
 secrets,-0.577965,67,253
 to,-2.4650178,75,253
 the,-0.5605884,78,253
 public,-2.2144127,82,253
 yesterday,-12.567396,89,253
 .,-6.2111506,99,253
Our,,0,254
 friend,-6.698928,3,254
 knew,-7.8909073,10,254
 who,-4.897825,15,254
 without,-12.746266,19,254
 tact,-11.267709,27,254
 the,-6.0184155,32,254
 gossip,-9.182925,36,254
 column,-4.8965116,43,254
 revealed,-9.136736,50,254
 family,-10.333766,59,254
 secrets,-1.8256704,66,254
 to,-2.2558892,74,254
 yesterday,-10.145133,77,254
 .,-6.4981537,87,254
Our,,0,255
 friend,-6.699839,3,255
 knew,-7.8982387,10,255
 that,-1.9123238,15,255
 without,-6.8357596,20,255
 tact,-11.445928,28,255
 the,-3.435383,33,255
 gossip,-9.422876,37,255
 column,-3.6445818,44,255
 revealed,-10.771972,51,255
 family,-8.596037,60,255
 secrets,-0.57360476,67,255
 to,-2.4575346,75,255
 yesterday,-12.794242,78,255
 .,-9.465759,88,255
The,,0,256
 mayor,-8.038602,3,256
 told,-4.8956165,9,256
 me,-2.6832685,14,256
 what,-5.055756,17,256
 with,-10.514274,22,256
 public,-8.071901,27,256
 funds,-5.315193,34,256
 the,-5.167655,40,256
 workers,-7.6375785,44,256
 repaired,-10.19582,52,256
 the,-0.6579335,61,256
 bridge,-3.3713267,65,256
 for,-3.4328754,72,256
 the,-1.7217226,76,256
 town,-4.6557875,80,256
 over,-6.1779165,85,256
 the,-0.32504082,90,256
 summer,-6.045512,94,256
 .,-7.540381,101,256
The,,0,257
 mayor,-8.038026,3,257
 told,-4.8961983,9,257
 me,-2.67859,14,257
 that,-1.364064,17,257
 with,-6.2666917,22,257
 public,-7.5667605,27,257
 funds,-3.9658484,34,257
 the,-4.239443,40,257
 workers,-7.157738,44,257
 repaired,-9.251232,52,257
 the,-0.6690233,61,257
 bridge,-3.9494658,65,257
 for,-3.5415416,72,257
 the,-1.638722,76,257
 town,-5.0466785,80,257
 over,-6.4807816,85,257
 the,-0.3394314,90,257
 summer,-5.705115,94,257
 .,-8.03284,101,257
The,,0,258
 mayor,-8.038346,3,258
 told,-4.8960075,9,258
 me,-2.6839118,14,258
 what,-5.052546,17,258
 with,-10.514655,22,258
 public,-8.036171,27,258
 funds,-5.326208,34,258
 the,-5.1667037,40,258
 workers,-7.631609,44,258
 repaired,-10.180093,52,258
 the,-0.656477,61,258
 bridge,-3.3775215,65,258
 for,-3.4256024,72,258
 over,-5.3436365,76,258
 the,-5.738796,81,258
 summer,-4.907384,85,258
 .,-7.390246,92,258
The,,0,259
 mayor,-8.038008,3,259
 told,-4.895995,9,259
 me,-2.6824973,14,259
 that,-1.3644913,17,259
 with,-6.27053,22,259
 public,-7.5680275,27,259
 funds,-3.9653811,34,259
 the,-4.241275,40,259
 workers,-7.158887,44,259
 repaired,-9.252424,52,259
 the,-0.669964,61,259
 bridge,-3.9470913,65,259
 for,-3.5427725,72,259
 over,-5.278752,76,259
 the,-5.9694605,81,259
 summer,-4.2979836,85,259
 .,-7.8203335,92,259
My,,0,260
 friend,-4.2516875,2,260
 remembers,-9.256649,9,260
 what,-5.211653,19,260
 secretly,-13.658374,24,260
 the,-5.5197964,33,260
 government,-5.7656264,37,260
 collected,-9.460936,48,260
 sensitive,-8.775665,58,260
 data,-1.6043311,68,260
 about,-2.6632638,73,260
 foreign,-6.0353527,79,260
 threats,-8.293683,87,260
 using,-6.1681924,95,260
 illegal,-4.976994,101,260
 methods,-1.7726759,109,260
 .,-6.102595,117,260
My,,0,261
 friend,-4.251806,2,261
 remembers,-9.259194,9,261
 that,-2.1610756,19,261
 secretly,-13.0372305,24,261
 the,-3.8065746,33,261
 government,-5.8711762,37,261
 collected,-8.06181,48,261
 sensitive,-7.133585,58,261
 data,-1.7389164,68,261
 about,-1.874094,73,261
 foreign,-5.843507,79,261
 threats,-8.126201,87,261
 using,-5.896102,95,261
 illegal,-4.7487984,101,261
 methods,-1.407296,109,261
 .,-7.058233,117,261
My,,0,262
 friend,-4.2517133,2,262
 remembers,-9.252811,9,262
 what,-5.2090154,19,262
 secretly,-13.669914,24,262
 the,-5.5172167,33,262
 government,-5.7750664,37,262
 collected,-9.455308,48,262
 sensitive,-8.762187,58,262
 data,-1.606004,68,262
 about,-2.6617136,73,262
 using,-8.899545,79,262
 illegal,-5.5390615,85,262
 methods,-2.2473617,93,262
 .,-5.9482956,101,262
My,,0,263
 friend,-4.2516875,2,263
 remembers,-9.256648,9,263
 that,-2.1502438,19,263
 secretly,-13.034413,24,263
 the,-3.8135238,33,263
 government,-5.8719277,37,263
 collected,-8.069973,48,263
 sensitive,-7.1360517,58,263
 data,-1.7375991,68,263
 about,-1.8773847,73,263
 using,-10.577949,79,263
 illegal,-6.344154,85,263
 methods,-2.9322429,93,263
 .,-6.5578413,101,263
The,,0,264
 newspaper,-8.602484,3,264
 said,-2.2772458,13,264
 who,-11.86247,18,264
 secretly,-10.413481,22,264
 the,-7.9881334,31,264
 neighbors,-9.642048,35,264
 sold,-7.3304048,45,264
 a,-3.2250957,50,264
 convertible,-11.047544,52,264
 to,-2.6000628,64,264
 the,-1.4447863,67,264
 new,-5.89887,71,264
 couple,-3.8062518,75,264
 last,-6.151086,82,264
 month,-2.1300883,87,264
 .,-6.6585436,93,264
The,,0,265
 newspaper,-8.602484,3,265
 said,-2.2772458,13,265
 that,-1.8056165,18,265
 secretly,-11.502288,23,265
 the,-4.5206375,32,265
 neighbors,-10.022632,36,265
 sold,-7.435936,46,265
 a,-3.7981627,51,265
 convertible,-11.032996,53,265
 to,-2.5642748,65,265
 the,-1.7463583,68,265
 new,-5.553506,72,265
 couple,-3.5096066,76,265
 last,-6.401119,83,265
 month,-2.167032,88,265
 .,-8.382838,94,265
The,,0,266
 newspaper,-8.6025,3,266
 said,-2.2778916,13,266
 who,-11.870334,18,266
 secretly,-10.385588,22,266
 the,-7.981485,31,266
 neighbors,-9.655117,35,266
 sold,-7.3196497,45,266
 a,-3.244145,50,266
 convertible,-11.048502,52,266
 to,-2.5881412,64,266
 last,-8.815147,67,266
 month,-2.7170784,72,266
 .,-6.1370287,78,266
The,,0,267
 newspaper,-8.602601,3,267
 said,-2.2808106,13,267
 that,-1.81018,18,267
 secretly,-11.5049,23,267
 the,-4.535525,32,267
 neighbors,-10.014261,36,267
 sold,-7.4213166,46,267
 a,-3.7954054,51,267
 convertible,-11.017353,53,267
 to,-2.556881,65,267
 last,-10.642319,68,267
 month,-3.9745796,73,267
 .,-6.9452477,79,267
Our,,0,268
 neighbor,-9.055883,3,268
 said,-4.6454597,12,268
 who,-9.596484,17,268
 we,-4.841226,21,268
 believe,-4.81226,24,268
 the,-4.928609,32,268
 student,-7.508283,36,268
 sent,-9.397548,44,268
 a,-2.4101193,49,268
 package,-6.4424257,51,268
 to,-0.47687775,59,268
 her,-4.3858438,62,268
 mother,-3.6615565,66,268
 over,-7.252859,73,268
 a,-2.9767654,78,268
 week,-1.7427511,80,268
 ago,-0.080216736,85,268
 .,-7.8314176,89,268
Our,,0,269
 neighbor,-9.055883,3,269
 said,-4.6454597,12,269
 that,-1.9145582,17,269
 we,-3.4276073,22,269
 believe,-9.539382,25,269
 the,-2.8669746,33,269
 student,-8.073327,37,269
 sent,-8.165847,45,269
 a,-1.880702,50,269
 package,-5.312975,52,269
 to,-0.8655561,60,269
 her,-2.5404153,63,269
 mother,-3.0346603,67,269
 over,-7.329676,74,269
 a,-2.624487,79,269
 week,-1.4334818,81,269
 ago,-0.07940558,86,269
 .,-8.1656885,90,269
Our,,0,270
 neighbor,-9.055638,3,270
 said,-4.640789,12,270
 who,-9.604013,17,270
 we,-4.7733254,21,270
 believe,-4.801179,24,270
 the,-4.921687,32,270
 student,-7.517409,36,270
 sent,-9.379639,44,270
 a,-2.4062293,49,270
 package,-6.4778485,51,270
 to,-0.47620043,59,270
 over,-6.6883235,62,270
 a,-3.186222,67,270
 week,-1.9006107,69,270
 ago,-0.06666687,74,270
 .,-7.7938013,78,270
Our,,0,271
 neighbor,-9.055638,3,271
 said,-4.640789,12,271
 that,-1.9190502,17,271
 we,-3.405291,22,271
 believe,-9.539421,25,271
 the,-2.872391,33,271
 student,-8.076203,37,271
 sent,-8.15975,45,271
 a,-1.8769861,50,271
 package,-5.3060436,52,271
 to,-0.86822224,60,271
 over,-9.315783,63,271
 a,-2.2531228,68,271
 week,-7.0614805,70,271
 ago,-0.2015734,75,271
 .,-7.459613,79,271
My,,0,272
 friend,-4.2516456,2,272
 told,-4.5785108,9,272
 me,-0.090505,14,272
 what,-4.9323463,17,272
 recently,-12.086901,22,272
 the,-7.1491666,31,272
 university,-7.0302114,35,272
 hired,-5.69145,46,272
 a,-0.8375498,52,272
 new,-1.1356027,54,272
 administrator,-5.6006966,58,272
 to,-1.8883891,72,272
 help,-2.9257107,75,272
 with,-1.6062802,80,272
 increased,-8.995429,85,272
 enrollment,-1.1487874,95,272
 for,-4.1708336,106,272
 the,-0.9374246,110,272
 following,-5.3807836,114,272
 year,-0.52347034,124,272
 .,-7.925701,129,272
My,,0,273
 friend,-4.2516456,2,273
 told,-4.5785108,9,273
 me,-0.090505,14,273
 that,-1.3903661,17,273
 recently,-7.8802857,22,273
 the,-3.1080978,31,273
 university,-6.1507316,35,273
 hired,-4.93106,46,273
 a,-0.6603617,52,273
 new,-0.9497144,54,273
 administrator,-4.987459,58,273
 to,-1.4719921,72,273
 help,-2.8633761,75,273
 with,-1.7204249,80,273
 increased,-9.051926,85,273
 enrollment,-1.1976099,95,273
 for,-4.4676023,106,273
 the,-0.85771275,110,273
 following,-5.395953,114,273
 year,-0.53721285,124,273
 .,-8.604214,129,273
My,,0,274
 friend,-4.2516675,2,274
 told,-4.5755,9,274
 me,-0.09248927,14,274
 what,-4.9323874,17,274
 recently,-12.093755,22,274
 the,-7.1659164,31,274
 university,-7.030855,35,274
 hired,-5.6981006,46,274
 a,-0.8374705,52,274
 new,-1.1354043,54,274
 administrator,-5.5972075,58,274
 to,-1.8910407,72,274
 help,-2.931762,75,274
 with,-1.6130466,80,274
 for,-10.74991,85,274
 the,-2.5689585,89,274
 following,-7.625186,93,274
 year,-1.2310574,103,274
 .,-6.8199673,108,274
My,,0,275
 friend,-4.2518425,2,275
 told,-4.5727606,9,275
 me,-0.0917452,14,275
 that,-1.3916309,17,275
 recently,-7.8802004,22,275
 the,-3.108129,31,275
 university,-6.140104,35,275
 hired,-4.916251,46,275
 a,-0.6616919,52,275
 new,-0.94858885,54,275
 administrator,-5.001937,58,275
 to,-1.4780349,72,275
 help,-2.8607082,75,275
 with,-1.7215528,80,275
 for,-11.326524,85,275
 the,-3.9011376,89,275
 following,-8.05878,93,275
 year,-1.8045113,103,275
 .,-7.0018945,108,275
She,,0,276
 can,-5.4143662,3,276
 not,-5.3299837,7,276
 believe,-4.281037,11,276
 what,-2.434671,19,276
 recently,-11.480477,24,276
 my,-10.057625,33,276
 friend,-3.3351047,36,276
 stole,-8.310623,43,276
 a,-2.62181,49,276
 candy,-6.0169983,51,276
 bar,-0.9176914,57,276
 from,-0.77467376,61,276
 the,-1.0141207,66,276
 store,-1.448624,70,276
 when,-4.8517766,76,276
 he,-1.7355981,81,276
 was,-0.43065327,84,276
 young,-3.482276,88,276
 .,-4.7829547,94,276
She,,0,277
 can,-5.4143662,3,277
 not,-5.3299837,7,277
 believe,-4.281037,11,277
 that,-1.5481697,19,277
 recently,-10.65879,24,277
 my,-6.3012996,33,277
 friend,-4.2105327,36,277
 stole,-7.4079094,43,277
 a,-2.3355694,49,277
 candy,-5.855992,51,277
 bar,-0.7905482,57,277
 from,-0.6812731,61,277
 the,-0.9066669,66,277
 store,-1.4526215,70,277
 when,-4.7295976,76,277
 he,-1.6618173,81,277
 was,-0.4759385,84,277
 young,-3.8017852,88,277
 .,-4.7876287,94,277
She,,0,278
 can,-5.4143662,3,278
 not,-5.32998,7,278
 believe,-4.281037,11,278
 what,-2.4346688,19,278
 recently,-11.480477,24,278
 my,-10.057629,33,278
 friend,-3.3351045,36,278
 stole,-8.310625,43,278
 a,-2.6218112,49,278
 candy,-6.0169983,51,278
 bar,-0.91768897,57,278
 from,-0.77467185,61,278
 when,-9.795921,66,278
 he,-2.2468636,71,278
 was,-0.7046498,74,278
 young,-3.919226,78,278
 .,-5.326829,84,278
She,,0,279
 can,-5.4146595,3,279
 not,-5.329279,7,279
 believe,-4.2821755,11,279
 that,-1.5477563,19,279
 recently,-10.650606,24,279
 my,-6.24749,33,279
 friend,-4.2101083,36,279
 stole,-7.405307,43,279
 a,-2.3307078,49,279
 candy,-5.8734283,51,279
 bar,-0.7974006,57,279
 from,-0.68103904,61,279
 when,-10.397532,66,279
 he,-2.3829353,71,279
 was,-0.7878242,74,279
 young,-3.9385087,78,279
 .,-5.5792756,84,279
Our,,0,280
 neighbor,-9.0564,3,280
 reminded,-9.032755,12,280
 us,-0.6225437,21,280
 what,-5.550802,24,280
 with,-9.921511,29,280
 effort,-10.812189,34,280
 the,-4.1343327,41,280
 truck,-8.710779,45,280
 dragged,-7.9407425,51,280
 the,-1.7225912,59,280
 car,-3.1941051,63,280
 out,-1.7050664,67,280
 of,-0.47528076,71,280
 the,-0.14835447,74,280
 swamp,-4.8918104,78,280
 last,-7.425213,84,280
 spring,-3.4627128,89,280
 .,-6.685475,96,280
Our,,0,281
 neighbor,-9.0564,3,281
 reminded,-9.032754,12,281
 us,-0.6225437,21,281
 that,-0.81293124,24,281
 with,-6.5452666,29,281
 effort,-9.420176,34,281
 the,-4.594759,41,281
 truck,-9.232672,45,281
 dragged,-9.36547,51,281
 the,-1.8361006,59,281
 car,-2.6907723,63,281
 out,-1.4777007,67,281
 of,-0.49717993,71,281
 the,-0.11135362,74,281
 swamp,-5.2449546,78,281
 last,-7.5698667,84,281
 spring,-3.4085479,89,281
 .,-7.341081,96,281
Our,,0,282
 neighbor,-9.056029,3,282
 reminded,-9.006874,12,282
 us,-0.6368397,21,282
 what,-5.5432243,24,282
 with,-9.92068,29,282
 effort,-10.807781,34,282
 the,-4.120009,41,282
 truck,-8.7154045,45,282
 dragged,-7.9344773,51,282
 the,-1.7164586,59,282
 car,-3.1801853,63,282
 out,-1.7100027,67,282
 of,-0.477693,71,282
 last,-10.503727,74,282
 spring,-5.3660893,79,282
 .,-7.26572,86,282
Our,,0,283
 neighbor,-9.055963,3,283
 reminded,-9.018209,12,283
 us,-0.63555974,21,283
 that,-0.8108591,24,283
 with,-6.5417166,29,283
 effort,-9.4024,34,283
